263,jinjo,y,806
264,jinjo,b,181
265,jinjo,b,775
266,pal,b,932
267,pal,a,497
268,jun,x,604
269,bazu,x,796
270,mitachi,a,370
271,mitachi,z,714
272,rob,x,731
273,surk,z,671
274,pal,z,404
275,jinjo,y,583
276,rob,b,498
277,pal,b,547
278,surk,y,147
279,jun,b,449
280,jun,y,741
281,mitachi,y,529
282,mitachi,y,873
283,jun,b,529
284,mitachi,b,947
285,surk,b,375
286,jun,a,425
287,jinjo,y,892
288,surk,x,333
289,bazu,b,797
290,jinjo,b,922
291,bazu,a,616
292,jun,a,506
293,jinjo,y,217
294,rob,z,238
295,rob,y,788
296,surk,z,838
297,mitachi,y,714
298,rob,z,822
299,surk,z,369
300,pal,y,584
301,bazu,z,239
302,jun,b,369
303,pal,b,420
304,rob,a,751
305,bazu,a,574
306,jinjo,a,379
307,mitachi,b,915
308,surk,y,411
309,jinjo,y,895
310,pal,z,278
311,mitachi,y,558
312,jinjo,y,396
313,pal,y,156
314,surk,a,617
315,bazu,z,182
316,bazu,y,770
317,jinjo,a,609
318,pal,b,466
319,jinjo,b,468
320,pal,z,387
321,rob,b,809
322,jun,a,214
323,bazu,x,422
324,pal,y,594
325,rob,z,691
326,bazu,a,851
327,bazu,b,861
328,pal,a,136
329,jun,b,340
330,mitachi,y,463
331,bazu,z,945
332,mitachi,a,816
333,surk,y,832
334,jinjo,b,654
335,jun,y,162
336,rob,z,698
337,mitachi,z,355
338,pal,x,114
339,jun,b,539
340,pal,y,606
341,surk,y,901
342,bazu,z,623
343,pal,x,956
344,pal,y,266
345,bazu,z,263
346,jun,a,206
347,rob,a,806
348,surk,b,234
349,mitachi,z,180
350,rob,a,777
351,pal,x,502
352,pal,y,622
353,jun,x,807
354,jun,y,648
355,jun,y,488
356,pal,y,450
357,rob,b,691
358,bazu,a,657
359,bazu,b,308
360,rob,z,688
361,jun,a,327
362,jinjo,y,305
363,bazu,b,821
364,mitachi,z,401
365,jun,a,556
366,jun,y,472
367,rob,b,787
368,rob,b,938
369,pal,y,753
370,mitachi,x,327
371,rob,y,673
372,rob,x,481
373,surk,y,689
374,pal,a,493
375,bazu,y,867
376,surk,a,267
377,mitachi,z,493
378,mitachi,y,174
379,pal,z,772
380,mitachi,z,515
381,jinjo,y,298
382,bazu,z,451
383,pal,x,325
384,rob,x,240
385,jinjo,x,1000
386,jun,b,987
387,bazu,z,772
388,pal,z,736
389,rob,y,115
390,jinjo,b,234
391,bazu,b,119
392,jinjo,z,736
393,jun,b,490
394,jun,z,679
395,jinjo,y,508
396,pal,x,149
397,surk,b,910
398,bazu,a,115
399,jun,y,248
400,surk,z,651
401,mitachi,a,427
402,bazu,b,435
403,jinjo,a,593
404,pal,z,491
405,rob,a,722
406,surk,z,743
407,pal,a,580
408,rob,b,114
409,rob,a,503
410,bazu,a,699
411,jinjo,y,303
412,surk,x,372
413,jinjo,b,789
414,jinjo,x,292
415,jun,z,282
416,rob,x,280
417,jun,x,639
418,jinjo,x,617
419,bazu,x,836
420,jinjo,a,836
421,pal,x,664
422,surk,y,694
423,jun,a,328
424,mitachi,y,843
425,bazu,a,610
426,mitachi,y,456
427,bazu,b,695
428,jun,a,302
429,surk,y,251
430,mitachi,x,950
431,mitachi,a,128
432,pal,a,978
433,surk,y,625
434,surk,z,627
435,rob,y,744
436,surk,a,879
437,mitachi,z,979
438,mitachi,y,646
439,pal,b,369
440,rob,z,975
441,bazu,b,970
442,jinjo,z,453
443,bazu,y,812
444,mitachi,b,535
445,pal,x,903
446,jun,a,616
447,surk,b,579
448,pal,x,297
449,jinjo,a,564
450,mitachi,y,375
451,bazu,y,955
452,surk,x,606
453,pal,x,158
454,rob,x,179
455,mitachi,y,555
456,jinjo,z,713
457,jinjo,a,955
458,surk,b,830
459,surk,b,221
460,surk,y,485
461,bazu,b,516
462,jinjo,b,329
463,bazu,a,943
464,surk,y,693
465,pal,b,129
466,bazu,z,728
467,bazu,a,790
468,jinjo,b,301
469,surk,y,685
470,surk,a,207
471,pal,x,901
472,bazu,b,647
473,surk,z,356
474,jinjo,z,993
475,jun,b,642
476,rob,y,468
477,bazu,y,633
478,rob,b,761
479,mitachi,y,855
480,pal,z,268
481,pal,a,209
482,pal,a,700
483,pal,z,875
484,rob,a,900
485,jun,y,208
486,jun,x,801
487,mitachi,y,586
488,rob,a,711
489,jun,b,210
490,bazu,a,724
491,rob,z,837
492,surk,y,105
493,jun,x,897
494,jun,b,607
495,surk,a,754
496,bazu,x,509
497,surk,y,398
498,pal,x,851
499,bazu,x,779
500,mitachi,y,359
501,bazu,x,556
502,jinjo,z,410
503,pal,z,407
504,bazu,z,503
505,mitachi,b,201
506,surk,a,350
507,bazu,x,315
508,jun,y,383
509,surk,z,955
510,rob,b,650
511,jun,y,373
512,bazu,a,707
513,jun,a,452
514,jun,b,930
515,jinjo,b,705
516,mitachi,z,434
517,bazu,y,355
518,surk,z,982
519,surk,y,546
520,mitachi,a,646
521,mitachi,z,995
522,bazu,x,222
523,jun,x,371
524,jun,x,361
525,jun,a,436
526,pal,z,925
527,pal,z,564
528,mitachi,y,793
529,bazu,x,283
530,pal,y,753
531,surk,b,740
532,bazu,x,155
533,pal,b,358
534,jun,z,307
535,jun,a,519
536,jinjo,b,439
537,jun,z,940
538,bazu,y,353
539,mitachi,a,463
540,pal,b,867
541,mitachi,b,186
542,jinjo,y,658
543,pal,b,341
544,rob,x,624
545,jinjo,x,847
546,jinjo,x,330
547,rob,y,820
548,jun,a,795
549,surk,z,291
550,surk,b,808
551,surk,a,899
552,mitachi,x,527
553,jinjo,z,376
554,surk,a,367
555,mitachi,x,164
556,mitachi,y,833
557,rob,y,219
558,jinjo,b,842
559,surk,a,770
560,bazu,a,878
561,surk,y,731
562,jun,x,195
563,jinjo,b,280
564,bazu,y,925
565,surk,z,516
566,pal,x,204
567,mitachi,a,988
568,mitachi,x,878
569,bazu,a,588
570,jun,a,216
571,jinjo,a,751
572,surk,x,261
573,bazu,y,938
574,rob,a,177
575,bazu,a,228
576,pal,y,147
577,surk,a,960
578,rob,x,136
579,rob,b,684
580,jinjo,x,466
581,jun,z,749
582,mitachi,z,194
583,bazu,y,827
584,bazu,z,290
585,surk,x,197
586,pal,z,683
587,pal,x,850
588,jun,a,182
589,bazu,z,924
590,surk,y,447
591,surk,z,315
592,jun,z,186
593,jinjo,b,540
594,rob,b,852
595,rob,y,825
596,mitachi,b,989
597,pal,z,655
598,jinjo,y,563
599,rob,x,792
600,jun,z,891
601,jinjo,a,729
602,pal,y,978
603,surk,b,927
604,pal,b,630
605,bazu,y,276
606,mitachi,z,428
607,jinjo,y,350
608,surk,z,475
609,mitachi,y,898
610,rob,a,895
611,rob,b,157
612,surk,a,384
613,rob,b,215
614,mitachi,x,439
615,bazu,x,522
616,rob,z,671
617,pal,b,844
618,bazu,z,598
619,jinjo,z,313
620,mitachi,a,155
621,jinjo,a,912
622,jun,a,618
623,pal,z,670
624,surk,z,695
625,pal,z,343
626,pal,y,482
627,mitachi,y,236
628,jun,x,450
629,bazu,y,746
630,pal,b,582
631,jun,b,298
632,mitachi,x,634
633,jinjo,z,871
634,rob,x,562
635,pal,z,154
636,bazu,z,706
637,rob,a,106
638,mitachi,z,281
639,pal,a,789
640,pal,b,542
641,jun,a,958
642,jinjo,b,423
643,jinjo,y,530
644,pal,a,866
645,surk,y,345
646,pal,y,815
647,jun,y,790
648,bazu,a,756
649,mitachi,b,670
650,jinjo,y,912
651,bazu,b,794
652,bazu,b,812
653,jun,y,284
654,jun,a,362
655,surk,x,947
656,surk,b,126
657,pal,x,466
658,jun,a,245
659,mitachi,b,108
660,mitachi,b,508
661,jinjo,b,241
662,jinjo,b,682
663,pal,y,190
664,pal,a,711
665,jinjo,z,320
666,mitachi,y,422
667,mitachi,z,772
668,surk,z,405
669,mitachi,b,997
670,jinjo,a,314
671,surk,b,396
672,pal,x,271
673,bazu,y,880
674,bazu,y,223
675,bazu,x,633
676,jun,b,487
677,mitachi,a,513
678,jun,a,262
679,bazu,a,503
680,surk,x,112
681,surk,z,301
682,jinjo,b,186
683,pal,y,935
684,bazu,a,512
685,rob,y,124
686,jun,y,773
687,pal,z,906
688,rob,x,622
689,mitachi,y,435
690,mitachi,y,896
691,surk,x,202
692,surk,a,318
693,pal,a,386
694,jinjo,x,510
695,jinjo,b,265
696,rob,b,762
697,pal,b,779
698,mitachi,x,382
699,jun,a,326
700,surk,z,360
701,mitachi,x,181
702,jun,y,142
703,rob,y,773
704,mitachi,z,944
705,mitachi,z,224
706,jun,y,232
707,jun,b,451
708,rob,a,592
709,surk,y,982
710,jinjo,z,477
711,jinjo,z,306
712,jinjo,b,815
713,jinjo,z,812
714,mitachi,z,421
715,mitachi,b,752
716,rob,y,415
717,bazu,z,132
718,surk,z,432
719,surk,b,137
720,jun,a,248
721,bazu,y,961
722,jun,b,657
723,surk,x,642
724,mitachi,y,685
725,bazu,x,822
726,mitachi,b,165
727,surk,b,401
728,jun,x,464
729,jinjo,y,558
730,jun,z,181
731,rob,a,138
732,surk,y,852
733,mitachi,z,715
734,rob,z,377
735,bazu,a,662
736,jun,z,465
737,rob,a,227
738,pal,z,685
739,jun,z,110
740,pal,x,682
741,rob,z,533
742,jinjo,y,117
743,rob,z,993
744,jun,b,354
745,jun,b,366
746,jinjo,b,513
747,surk,x,842
748,pal,x,995
749,jun,z,901
750,pal,b,666
751,rob,b,292
752,jun,z,113
753,surk,a,820
754,jun,b,540
755,surk,a,564
756,bazu,a,828
757,surk,x,228
758,bazu,y,891
759,mitachi,x,911
760,jinjo,y,902
761,mitachi,a,901
762,surk,z,231
763,mitachi,z,313
764,surk,z,824
765,jun,z,260
766,jinjo,x,458
767,jinjo,x,994
768,rob,z,496
769,jun,z,174
770,bazu,x,876
771,bazu,z,608
772,surk,a,719
773,bazu,y,685
774,surk,z,413
775,jun,a,632
776,surk,a,955
777,bazu,y,655
778,surk,z,745
779,bazu,y,505
780,pal,x,543
781,surk,b,733
782,mitachi,y,634
783,mitachi,b,988
784,bazu,x,145
785,bazu,x,224
786,jun,a,512
787,mitachi,y,128
788,jinjo,z,524
789,rob,z,262
790,mitachi,b,667
791,mitachi,z,454
792,mitachi,y,221
793,jinjo,z,690
794,rob,a,906
795,bazu,x,127
796,surk,x,444
797,rob,b,227
798,jun,x,760
799,jinjo,a,490
800,bazu,b,621
801,jun,b,333
802,surk,x,659
803,jun,a,787
804,jinjo,a,300
805,pal,z,668
806,surk,z,863
807,jun,z,678
808,surk,b,988
809,pal,y,101
810,rob,y,136
811,mitachi,x,821
812,jinjo,x,469
813,mitachi,y,121
814,jun,x,465
815,mitachi,x,946
816,jun,z,184
817,mitachi,z,891
818,pal,x,710
819,bazu,z,881
820,pal,x,556
821,bazu,a,477
822,jinjo,y,658
823,pal,b,783
824,rob,b,377
825,jinjo,b,880
826,pal,x,350
827,jinjo,a,760
828,jun,b,630
829,surk,z,656
830,rob,a,484
831,rob,z,124
832,rob,z,468
833,bazu,x,302
834,pal,a,742
835,jun,y,551
836,jinjo,z,448
837,mitachi,y,190
838,bazu,z,455
839,rob,z,944
840,jun,b,239
841,rob,b,356
842,jinjo,b,538
843,jun,x,201
844,jun,a,286
845,bazu,x,785
846,mitachi,a,895
847,rob,z,334
848,surk,b,835
849,bazu,b,460
850,jinjo,x,772
851,mitachi,z,885
852,jun,x,253
853,surk,z,449
854,bazu,z,752
855,jinjo,x,309
856,mitachi,x,858
857,bazu,a,170
858,jun,y,134
859,jinjo,z,892
860,jinjo,x,831
861,jinjo,y,501
862,jinjo,a,296
863,jun,x,177
864,pal,y,789
865,surk,x,263
866,jinjo,x,659
867,bazu,z,362
868,mitachi,a,842
869,mitachi,z,659
870,bazu,a,907
871,pal,x,927
872,rob,b,323
873,pal,y,290
874,rob,z,459
875,pal,x,208
876,jinjo,a,859
877,surk,z,748
878,jinjo,x,681
879,pal,z,480
880,mitachi,a,522
881,jinjo,y,829
882,pal,z,147
883,jinjo,a,842
884,jinjo,b,914
885,mitachi,y,283
886,rob,y,894
887,mitachi,z,196
888,rob,z,596
889,rob,a,986
890,bazu,a,109
891,pal,y,870
892,pal,a,176
893,jun,b,655
894,rob,b,726
895,bazu,b,742
896,jun,x,232
897,surk,b,482
898,bazu,b,357
899,mitachi,a,375
900,pal,a,852
901,bazu,x,172
902,pal,b,943
903,bazu,b,186
904,pal,z,223
905,jinjo,b,767
906,pal,y,267
907,jinjo,b,627
908,jinjo,b,912
909,pal,a,825
910,pal,x,491
911,pal,b,108
912,mitachi,y,922
913,mitachi,a,284
914,rob,x,467
915,rob,a,280
916,rob,x,564
917,pal,a,566
918,jun,b,485
919,surk,x,266
920,surk,b,379
921,jinjo,x,173
922,jinjo,x,683
923,pal,z,328
924,mitachi,z,196
925,bazu,b,496
926,mitachi,b,591
927,pal,y,998
928,mitachi,b,286
929,surk,a,739
930,bazu,a,522
931,jinjo,b,114
932,surk,z,535
933,bazu,x,281
934,jinjo,a,816
935,mitachi,z,725
936,jinjo,x,832
937,bazu,z,401
938,jinjo,y,664
939,pal,b,985
940,rob,b,444
941,bazu,y,139
942,surk,b,612
943,rob,a,617
944,rob,x,869
945,surk,z,337
946,mitachi,x,793
947,surk,a,116
948,jinjo,y,736
949,jun,a,886
950,surk,b,442
951,mitachi,a,185
952,jun,y,270
953,surk,x,777
954,jinjo,z,207
955,mitachi,y,220
956,bazu,y,623
957,pal,a,935
958,jinjo,b,480
959,jun,y,106
960,surk,y,564
961,rob,x,581
962,rob,x,771
963,bazu,a,715
964,pal,y,732
965,pal,b,649
966,rob,x,975
967,surk,y,443
968,pal,b,229
969,mitachi,a,982
970,bazu,x,848
971,pal,a,421
972,jinjo,b,642
973,jun,x,638
974,jun,b,717
975,surk,x,909
976,bazu,a,579
977,jun,b,675
978,jinjo,z,596
979,mitachi,y,409
980,surk,z,730
981,jun,x,511
982,jinjo,z,744
983,pal,b,454
984,rob,x,155
985,pal,y,235
986,mitachi,y,304
987,pal,b,689
988,pal,b,231
989,jinjo,z,140
990,jinjo,x,674
991,jun,z,159
992,rob,b,191
993,jun,z,188
994,bazu,b,707
995,surk,y,248
996,bazu,y,883
997,surk,y,435
998,rob,b,598
999,surk,b,319
1000,jinjo,a,372
1001,bazu,x,142
1002,surk,b,719
1003,bazu,a,956
1004,jun,y,765
1005,bazu,z,445
1006,mitachi,b,646
1007,surk,z,370
1008,rob,y,481
1009,surk,z,523
1010,pal,b,335
1011,bazu,b,452
1012,jinjo,x,311
1013,bazu,y,657
1014,surk,z,886
1015,pal,y,926
1016,jinjo,b,833
1017,pal,z,583
1018,bazu,b,708
1019,pal,y,871
1020,jun,b,740
1021,jun,b,469
1022,pal,y,563
1023,pal,z,557
1024,jun,x,821
1025,jun,z,887
1026,bazu,z,642
1027,jun,b,876
1028,bazu,y,954
1029,pal,y,281
1030,jun,z,271
1031,pal,z,246
1032,surk,x,172
1033,rob,z,460
1034,bazu,b,218
1035,rob,z,263
1036,rob,z,293
1037,jinjo,z,521
1038,bazu,x,200
1039,mitachi,y,165
1040,rob,z,403
1041,pal,y,449
1042,pal,z,213
1043,jun,z,378
1044,pal,x,155
1045,jinjo,a,562
1046,mitachi,b,325
1047,pal,b,435
1048,mitachi,y,236
1049,rob,b,224
1050,jun,a,613
1051,jinjo,x,287
1052,bazu,b,952
1053,rob,b,841
1054,jinjo,b,763
1055,jun,b,106
1056,rob,a,792
1057,rob,b,990
1058,bazu,b,585
1059,bazu,x,540
1060,surk,x,266
1061,mitachi,z,162
1062,surk,z,900
1063,rob,y,345
1064,rob,b,944
1065,pal,b,169
1066,surk,x,496
1067,rob,a,664
1068,surk,x,904
1069,jinjo,z,647
1070,pal,x,642
1071,jinjo,b,918
1072,pal,x,375
1073,pal,y,683
1074,jun,a,858
1075,pal,a,652
1076,jun,z,564
1077,jun,y,985
1078,jun,y,614
1079,surk,x,140
1080,rob,y,508
1081,rob,y,660
1082,rob,b,314
1083,jinjo,a,495
1084,rob,x,658
1085,jinjo,y,757
1086,pal,x,164
1087,pal,y,193
1088,surk,z,982
1089,bazu,y,987
1090,rob,a,731
1091,pal,b,581
1092,bazu,z,302
1093,jun,z,167
1094,bazu,y,465
1095,mitachi,b,999
1096,surk,a,427
1097,mitachi,a,278
1098,jun,z,685
1099,jinjo,y,271
1100,jinjo,z,204
1101,rob,x,582
1102,jun,x,245
1103,mitachi,a,295
1104,mitachi,x,303
1105,jun,y,499
1106,bazu,a,953
1107,mitachi,y,843
1108,mitachi,b,299
1109,bazu,b,770
1110,mitachi,a,851
1111,mitachi,x,363
1112,surk,a,666
1113,pal,z,324
1114,mitachi,y,479
1115,jun,y,298
1116,rob,b,933
1117,pal,b,489
1118,bazu,a,322
1119,surk,x,718
1120,rob,y,729
1121,bazu,b,136
1122,pal,y,509
1123,surk,a,832
1124,mitachi,a,713
1125,rob,a,348
1126,mitachi,a,980
1127,jinjo,x,140
1128,mitachi,b,662
1129,mitachi,z,124
1130,jun,z,376
1131,mitachi,a,891
1132,jinjo,x,132
1133,surk,b,662
1134,bazu,z,758
1135,jinjo,a,929
1136,jun,a,606
1137,mitachi,x,331
1138,jinjo,a,720
1139,surk,z,522
1140,jinjo,x,878
1141,jun,x,788
1142,rob,z,161
1143,rob,z,299
1144,surk,x,610
1145,surk,b,636
1146,jun,y,869
1147,rob,y,282
1148,jun,a,732
1149,surk,x,448
1150,rob,x,560
1151,bazu,x,640
1152,jun,y,877
1153,bazu,z,457
1154,bazu,a,281
1155,mitachi,z,206
1156,rob,z,843
1157,pal,a,334
1158,jinjo,x,573
1159,jun,x,684
1160,bazu,y,373
1161,jun,a,578
1162,rob,x,624
1163,pal,b,709
1164,mitachi,a,270
1165,jinjo,b,408
1166,surk,x,440
1167,surk,z,116
1168,bazu,b,503
1169,surk,y,809
1170,jinjo,a,596
1171,mitachi,z,196
1172,mitachi,b,585
1173,mitachi,y,333
1174,surk,b,816
1175,pal,b,665
1176,pal,z,301
1177,rob,x,686
1178,jun,a,961
1179,surk,y,272
1180,rob,a,152
1181,surk,x,585
1182,bazu,x,370
1183,rob,y,703
1184,pal,y,978
1185,pal,b,585
1186,mitachi,x,853
1187,mitachi,z,134
1188,surk,a,347
1189,mitachi,z,846
1190,bazu,y,905
1191,jinjo,y,429
1192,surk,z,281
1193,surk,a,459
1194,mitachi,z,338
1195,jun,x,881
1196,jinjo,x,522
1197,surk,z,619
1198,bazu,a,708
1199,jun,a,409
1200,rob,y,721
1201,bazu,z,619
1202,rob,y,119
1203,rob,a,785
1204,mitachi,z,218
1205,bazu,a,401
1206,bazu,b,817
1207,pal,z,616
1208,jinjo,z,982
1209,surk,y,178
1210,rob,z,284
1211,jinjo,y,830
1212,rob,a,398
1213,rob,z,871
1214,mitachi,b,434
1215,pal,x,441
1216,jun,a,166
1217,pal,a,850
1218,jinjo,a,276
1219,rob,x,769
1220,jinjo,x,1000
1221,jun,y,245
1222,jinjo,a,199
1223,surk,x,260
1224,jun,a,431
1225,pal,a,196
1226,rob,z,858
1227,jinjo,z,747
1228,jinjo,a,834
1229,jun,b,227
1230,pal,y,618
1231,jun,x,251
1232,rob,b,189
1233,pal,x,752
1234,pal,x,490
1235,jun,x,401
1236,jun,b,619
1237,bazu,b,954
1238,rob,y,641
1239,surk,y,577
1240,jinjo,a,233
1241,bazu,x,296
1242,mitachi,z,522
1243,rob,z,639
1244,pal,x,622
1245,jun,a,520
1246,rob,x,790
1247,pal,b,389
1248,mitachi,x,822
1249,bazu,y,105
1250,jun,z,916
1251,pal,z,479
1252,mitachi,y,986
1253,mitachi,y,531
1254,pal,y,880
1255,bazu,x,188
1256,pal,y,538
1257,mitachi,z,845
1258,bazu,y,728
1259,jun,x,796
1260,jun,a,218
1261,bazu,b,498
1262,jinjo,z,434
1263,pal,z,349
1264,jinjo,x,794
1265,pal,z,381
1266,rob,b,393
1267,jun,z,344
1268,surk,x,138
1269,pal,z,588
1270,rob,b,549
1271,rob,a,904
1272,pal,y,157
1273,bazu,z,944
1274,rob,x,907
1275,surk,a,705
1276,jun,x,184
1277,surk,z,803
1278,rob,z,678
1279,surk,x,208
1280,pal,a,630
1281,rob,x,949
1282,jinjo,z,386
1283,rob,a,464
1284,jinjo,y,479
1285,bazu,x,217
1286,jinjo,y,118
1287,rob,x,701
1288,jinjo,y,528
1289,surk,y,981
1290,surk,b,245
1291,bazu,a,451
1292,jun,b,959
1293,jinjo,z,407
1294,jun,y,462
1295,rob,b,888
1296,rob,a,618
1297,surk,y,183
1298,jinjo,a,771
1299,mitachi,y,660
1300,jun,a,138
1301,pal,x,260
1302,surk,y,680
1303,surk,y,167
1304,jinjo,y,408
1305,jun,x,221
1306,jun,z,156
1307,rob,b,635
1308,bazu,z,697
1309,jun,y,112
1310,rob,b,194
1311,jinjo,b,146
1312,rob,b,187
1313,rob,a,635
1314,surk,a,183
1315,mitachi,y,594
1316,rob,z,721
1317,surk,x,218
1318,rob,z,503
1319,surk,x,321
1320,rob,y,886
1321,mitachi,z,995
1322,surk,a,592
1323,pal,b,419
1324,bazu,z,802
1325,surk,y,398
1326,jun,b,242
1327,jinjo,a,890
1328,bazu,y,324
1329,jun,b,330
1330,rob,x,515
1331,surk,y,989
1332,jinjo,z,133
1333,surk,x,699
1334,pal,x,642
1335,bazu,y,142
1336,jun,y,284
1337,jinjo,a,668
1338,surk,b,745
1339,pal,x,714
1340,bazu,a,298
1341,bazu,z,915
1342,bazu,x,246
1343,pal,a,647
1344,surk,a,981
1345,pal,x,148
1346,rob,x,386
1347,jinjo,z,785
1348,pal,x,904
1349,rob,z,689
1350,jun,y,807
1351,jinjo,y,198
1352,bazu,x,838
1353,surk,z,117
1354,surk,z,359
1355,jinjo,z,866
1356,bazu,y,384
1357,jun,b,925
1358,bazu,b,389
1359,pal,z,858
1360,surk,z,364
1361,bazu,z,346
1362,rob,z,697
1363,bazu,a,929
1364,rob,x,678
1365,pal,y,403
1366,mitachi,y,852
1367,mitachi,x,972
1368,mitachi,x,188
1369,bazu,b,333
1370,jun,x,732
1371,mitachi,y,686
1372,bazu,b,133
1373,bazu,y,364
1374,mitachi,y,423
1375,jun,a,311
1376,mitachi,a,590
1377,jun,z,734
1378,pal,x,592
1379,jun,b,864
1380,pal,y,143
1381,rob,x,893
1382,bazu,y,918
1383,mitachi,b,878
1384,jinjo,a,124
1385,jinjo,a,463
1386,mitachi,a,229
1387,bazu,b,369
1388,jun,y,310
1389,rob,y,151
1390,jinjo,z,551
1391,jinjo,b,183
1392,jun,a,226
1393,mitachi,b,977
1394,surk,a,314
1395,surk,a,528
1396,rob,b,681
1397,mitachi,b,118
1398,jinjo,z,549
1399,mitachi,x,923
1400,bazu,x,503
1401,mitachi,z,832
